Comment Type,User,Comment,Date,Is Code Owner,Pull Request URL,Author,Author Is Code Owner,Commit SHA,Commit Message
Review,prokon,"I'm not sure if I fully understand what you mean by narrow? 'method' will be a string if present or `None` if not present. I listed the possible values of ""method"" I have found in my installation in the description of the pull request, but I have no way of knowing if it can return other values.

""method"": ""THUMB"",
""method"": ""STAR"",
""method"": ""CODE"",
""method"": ""REMOTE"",
""method"": ""AUTO"",
",2022-05-02T13:18:09Z,False,https://github.com/home-assistant/core/pull/70375,prokon,False,,
Review,MartinHjelmare,"If we think it will always be present, we can change it like so:
```suggestion
        return self.coordinator.data[""locks""][self.serial_number][""method""]
```
And update the return value type to just `str`.",2022-05-02T13:34:45Z,True,https://github.com/home-assistant/core/pull/70375,prokon,False,,
Review,prokon,"To me that seems a bit risky since the Verisure interface is not documented. If the ""method"" is not present there will be an exception with your proposed edit. To me it seems better to get `None` if it is not present in some installations. I only have access to mine which is only one of the 722 active Verisure HA installations, so I have no way of knowing that ""method"" will always be present in all intergrations. But like I'm said I'm new to HA so I respect the decision of the more experienced than me.",2022-05-02T13:51:42Z,False,https://github.com/home-assistant/core/pull/70375,prokon,False,,
Review,frenck,"> To me that seems a bit risky since the Verisure interface is not documented.

We'll be able to patch it out quickly enough if this is an issue. It is easier to loosing later than to make it more strict later...
",2022-05-02T14:06:49Z,True,https://github.com/home-assistant/core/pull/70375,prokon,False,,
Review,MartinHjelmare,"```suggestion

```",2022-05-03T06:44:58Z,True,https://github.com/home-assistant/core/pull/70375,prokon,False,,
Review,MartinHjelmare,"```suggestion

```",2022-05-03T06:45:16Z,True,https://github.com/home-assistant/core/pull/70375,prokon,False,,
Review,MartinHjelmare,"```suggestion

        @property
```",2022-05-03T06:46:09Z,True,https://github.com/home-assistant/core/pull/70375,prokon,False,,
Review,MartinHjelmare,"```suggestion

        @property
```",2022-05-03T06:46:25Z,True,https://github.com/home-assistant/core/pull/70375,prokon,False,,
Review,MartinHjelmare,"```suggestion
    @property
```",2022-05-03T06:46:59Z,True,https://github.com/home-assistant/core/pull/70375,prokon,False,,
Review,MartinHjelmare,"```suggestion
    @property
```",2022-05-03T06:47:07Z,True,https://github.com/home-assistant/core/pull/70375,prokon,False,,
,,,2022-04-21T16:45:58Z,,https://github.com/home-assistant/core/pull/70375,prokon,False,56cfa41481d4d9e29d18e1a536e882bae15dbbbe,"Update lock.py

Get method of change. Use to see if door was locked/unlocked from inside our outside. Usable to arm/disarm alarms, turn on/off lights, heating and so on.

From Raw debug file:

Locked from inside
 ""method"": ""THUMB"",
  ""lockedState"": ""LOCKED"",

Unlocked from inside:
""method"": ""THUMB"",
""lockedState"": ""UNLOCKED"",

Locked from outside:
""method"": ""STAR"",
""lockedState"": ""LOCKED"",

Unlocked from outside:
""method"": ""CODE"",
""lockedState"": ""UNLOCKED"","
,,,2022-04-22T10:46:00Z,,https://github.com/home-assistant/core/pull/70375,prokon,False,15953ac8af82b61c896f3146b6846432b065875d,"Update lock.py

Added state attribute based on comments"
,,,2022-05-02T14:34:33Z,,https://github.com/home-assistant/core/pull/70375,prokon,False,2d76f3024173c59f59804b1ec329c33beb52c7f7,"Update homeassistant/components/verisure/lock.py

Co-authored-by: Martin Hjelmare <marhje52@gmail.com>"
,,,2022-05-02T14:38:28Z,,https://github.com/home-assistant/core/pull/70375,prokon,False,ea19c661d8fcb4ce6421a54b9ba1ae0817198969,"Update lock.py

Changed type of property changed_method to str only (from str | None)"
,,,2022-05-03T06:45:43Z,,https://github.com/home-assistant/core/pull/70375,prokon,False,7109b5c65e8d599af571ed61ca209ffe3fd18da2,Clean whitespace
,,,2022-05-03T06:46:46Z,,https://github.com/home-assistant/core/pull/70375,prokon,False,67b40994237fb9f09146b791c7933833b6e10fa4,Fix blank lines
,,,2022-05-03T06:47:44Z,,https://github.com/home-assistant/core/pull/70375,prokon,False,bacb7e2798f040e62940f0e71a2783e7db4d33af,Fix indentation
Issue,probot-home-assistant[bot],"Hey there @briis, @angellusmortis, @bdraco, mind taking a look at this pull request as it has been labeled with an integration (`unifiprotect`) you are listed as a [code owner](https://github.com/home-assistant/core/blob/dev/CODEOWNERS#L1049) for? Thanks!
<sub><sup>(message by CodeOwnersMention)</sup></sub>",2022-03-03T19:22:29Z,False,https://github.com/home-assistant/core/pull/67570,balloob,True,,
Issue,AngellusMortis,Coverage is still failing.,2022-03-04T16:43:56Z,False,https://github.com/home-assistant/core/pull/67570,balloob,True,,
Issue,balloob,@AngellusMortis anything else needed to move this forward?,2022-03-14T19:14:44Z,True,https://github.com/home-assistant/core/pull/67570,balloob,True,,
Issue,AngellusMortis,"The PR itself looks good to me, but I have not had the time to test it since I am pretty busy with work. Do you have UniFi Protect and/or have you tested it? It should be testable with a G4 Dome, G3/G4 Instance or a G4 Doorbell (Pro)?. 

If I get the time I can test it this week sometime, but maybe @bdraco has a chance to test it?",2022-03-14T19:19:07Z,False,https://github.com/home-assistant/core/pull/67570,balloob,True,,
Issue,bdraco,I'll give it a shot when I get done with my next call,2022-03-14T20:07:19Z,True,https://github.com/home-assistant/core/pull/67570,balloob,True,,
Review,AngellusMortis,"The media is actually played by HA in a separate thread and streamed directly to the UniFi Protect camera using ffmpeg. The cameras cannot actually play media. They just have a UDP server running that you can send audio packets to.

So, the URL should be one that HA can resolve internally. It does not look like `async_process_play_media_url` makes it an external URL, but that is something to keep in mind. If it is a local path, that is actually preferred so it does not try to stream it through HA and just reads it from disk.",2022-03-04T16:37:47Z,False,https://github.com/home-assistant/core/pull/67570,balloob,True,,
Review,balloob,"this turns relative URLs into full URLs and adds authentication. If it's not necessary, we can skip it. ",2022-03-04T22:29:10Z,True,https://github.com/home-assistant/core/pull/67570,balloob,True,,
Review,AngellusMortis,"Yeah, it should not be necessary since ffmpeg is ran directly on HA. ",2022-03-04T22:30:59Z,False,https://github.com/home-assistant/core/pull/67570,balloob,True,,
Review,balloob,"The relative URLs are still URLs, they are not local paths. Would that still be ok? 

Note that media sources _can_ resolve to a relative URL, but also to a full URL. ",2022-03-05T07:57:02Z,True,https://github.com/home-assistant/core/pull/67570,balloob,True,,
Review,AngellusMortis,"Well, how to do differentate between a relative URL and a file path? If they both start with `/`, you would not be able to tell the difference. 

I guess you would `Path().exists()` it. If it is a file on disk pass it into `pyunifiprotect` directly, if it does not, convert it to a hass URL. ",2022-03-05T14:22:18Z,False,https://github.com/home-assistant/core/pull/67570,balloob,True,,
Review,balloob,"that's not how media source works, it always resolves to a URL.",2022-03-06T07:54:01Z,True,https://github.com/home-assistant/core/pull/67570,balloob,True,,
Review,AngellusMortis,But it may not always be a media source. If the user enters the value manually without the media browser it could be a file path. ,2022-03-06T12:54:09Z,False,https://github.com/home-assistant/core/pull/67570,balloob,True,,
Review,balloob,"ok I will apply this only when resolving media sources.

If it can be a local path, the path needs to be checked that it's allowed to be streamed from using `hass.core.is_allowed_path`",2022-03-06T20:23:24Z,True,https://github.com/home-assistant/core/pull/67570,balloob,True,,
,,,2022-03-03T19:21:43Z,,https://github.com/home-assistant/core/pull/67570,balloob,True,14aaf302fca13c02ebc2970868c883cfd8dbf8d7,Add media source support to unifiprotect
,,,2022-03-03T19:37:52Z,,https://github.com/home-assistant/core/pull/67570,balloob,True,728297d63a261249510a5f36a583f4a95d98cbad,Fix tests
,,,2022-03-06T20:20:30Z,,https://github.com/home-assistant/core/pull/67570,balloob,True,8c02bb4d2bb57691f61280e3d4f6c706837a3bf1,Add test
Issue,Noltari,Same as https://github.com/home-assistant/core/pull/124566 for the Cloud integration.,2024-09-13T17:30:19Z,True,https://github.com/home-assistant/core/pull/125918,Noltari,True,,
Issue,Noltari,Thanks @joostlek!,2024-10-21T15:14:11Z,True,https://github.com/home-assistant/core/pull/125918,Noltari,True,,
Review,joostlek,"```suggestion
    entities.extend(
```",2024-10-21T14:32:16Z,True,https://github.com/home-assistant/core/pull/125918,Noltari,True,,
Review,joostlek,"```suggestion
    )
```",2024-10-21T14:32:22Z,True,https://github.com/home-assistant/core/pull/125918,Noltari,True,,
,,,2024-09-13T17:26:55Z,,https://github.com/home-assistant/core/pull/125918,Noltari,True,7a5ddb04125a81e7d2a70f9f9ae396ad988d47b9,"Add Airzone Cloud main zone mode select

Signed-off-by: Álvaro Fernández Rojas <noltari@gmail.com>"
,,,2024-10-21T14:32:44Z,,https://github.com/home-assistant/core/pull/125918,Noltari,True,7d4c7ae8ada42f80e2377dad127ecc8aa8f6cd19,Apply suggestions from code review
,,,2024-09-08T19:14:09Z,,https://github.com/home-assistant/core/pull/125530,gjohansson-ST,True,c9237c41cf0bad2b25d78fd9d661411ee5b570b0,Add preview to mold_indicator
,,,2024-09-11T15:44:49Z,,https://github.com/home-assistant/core/pull/125530,gjohansson-ST,True,d10ac80b8ef724ea017b61ab2d163bcb173052f5,Fix preview
Issue,home-assistant[bot],"
Hey there @dl2080, mind taking a look at this pull request as it has been labeled with an integration (`airq`) you are listed as a [code owner](https://github.com/home-assistant/core/blob/dev/CODEOWNERS#L46) for? Thanks!

<details>
<summary>Code owner commands</summary>


Code owners of `airq` can trigger bot actions by commenting:

- `@home-assistant close` Closes the pull request.
- `@home-assistant rename Awesome new title` Renames the pull request.
- `@home-assistant reopen` Reopen the pull request.
- `@home-assistant unassign airq` Removes the current integration label and assignees on the pull request, add the integration domain after the command.
- `@home-assistant add-label needs-more-information` Add a label (needs-more-information, problem in dependency, problem in custom component) to the pull request.
- `@home-assistant remove-label needs-more-information` Remove a label (needs-more-information, problem in dependency, problem in custom component) on the pull request.

</details>

",2024-02-01T22:45:44Z,False,https://github.com/home-assistant/core/pull/109337,Sibgatulin,True,,
Issue,home-assistant[bot],"<!-- ReviewDrafterComment -->
Please take a look at the requested changes, and use the **Ready for review** button when you are done, thanks :+1:

[_Learn more about our pull request process._](https://developers.home-assistant.io/docs/review-process#prs-are-being-drafted-when-changes-are-needed)
",2024-02-02T08:50:40Z,False,https://github.com/home-assistant/core/pull/109337,Sibgatulin,True,,
Issue,github-actions[bot],"There hasn't been any activity on this pull request recently. This pull request has been automatically marked as stale because of that and will be closed if no further activity occurs within 7 days.
If you are the author of this PR, please leave a comment if you want to keep it open. Also, please rebase your PR onto the latest dev branch to ensure that it's up to date with the latest changes.
Thank you for your contribution!",2024-04-03T15:04:35Z,False,https://github.com/home-assistant/core/pull/109337,Sibgatulin,True,,
Review,joostlek,What do we use this for?,2024-02-02T08:50:05Z,True,https://github.com/home-assistant/core/pull/109337,Sibgatulin,True,,
Review,joostlek,"```suggestion
        if user_input:
```
",2024-02-02T08:50:28Z,True,https://github.com/home-assistant/core/pull/109337,Sibgatulin,True,,
Review,ludeeus,"You can utilize the `homeassistant.helpers.schema_config_entry_flow.SchemaOptionsFlowHandler` class for these simple schema flows.
An example of how that can be implemented can be found here <https://github.com/home-assistant/core/blob/dev/homeassistant/components/traccar_server/config_flow.py#L196-L202>",2024-02-02T08:51:48Z,True,https://github.com/home-assistant/core/pull/109337,Sibgatulin,True,,
Review,Sibgatulin,"thanks for spotting, it is indeed a remnant from the previous pattern, you have rightfully discouraged. Removing it.",2024-02-02T12:27:42Z,True,https://github.com/home-assistant/core/pull/109337,Sibgatulin,True,,
Review,Sibgatulin,Looks like I can skip the entire `OptionsFlowHandler` class,2024-02-02T12:29:43Z,True,https://github.com/home-assistant/core/pull/109337,Sibgatulin,True,,
Review,Sibgatulin,"Brilliant, thanks!",2024-02-02T12:34:25Z,True,https://github.com/home-assistant/core/pull/109337,Sibgatulin,True,,
,,,2024-02-01T18:18:06Z,,https://github.com/home-assistant/core/pull/109337,Sibgatulin,True,d433aad803257f9e92532faaaa5d960ce603fb4e,"Add support for options to airq integration

Expose to the user the following configuration:
1. A choice between fetching from the device either:
    a. the averaged (previous and the new default behaviour) or
    b. noisy momentary sensor reading
2. A toggle to clip (spuriously) negative sensor values (default
    functionality, previously unexposed)

To those ends:
- Introduce an `OptionsFlowHandler` alongside with a listener
  `AirQCoordinator.async_set_options`
- Introduce constants to handle represent options
- Add tests and strings"
,,,2024-02-02T12:31:34Z,,https://github.com/home-assistant/core/pull/109337,Sibgatulin,True,8262bae83b68ca1f909f96276947d5ef30286d6a,"Drop OptionsFlowHandler in favour of SchemaOptionsFlowHandler

Modify `AirQCoordinator.__init__` to accommodate the change in option
handling, and drop `async_set_options` which slipped through the
previous commit."
,,,2024-05-14T20:56:36Z,,https://github.com/home-assistant/core/pull/109337,Sibgatulin,True,7161339808f16090c55af67e40515918a7a8f4e1,Ruff formatting
,,,2024-05-14T21:01:47Z,,https://github.com/home-assistant/core/pull/109337,Sibgatulin,True,05dfdd3a9cafb730eb692f3c3b981a7bbce7a5b9,Merge branch 'dev' into airq_add_option_flow
Issue,home-assistant[bot],"
Hi @jscarlett5

It seems you haven't yet signed a CLA. Please do so [here](https://home-assistant.io/developers/cla_sign_start/?pr=home-assistant/core#93289).

Once you do that we will be able to review and accept this pull request.

Thanks!
",2023-05-19T21:14:25Z,False,https://github.com/home-assistant/core/pull/93289,jscarlett5,False,,
Issue,home-assistant[bot],"
Hey there @tuya, @zlinoliver, @frenck, mind taking a look at this pull request as it has been labeled with an integration (`tuya`) you are listed as a [code owner](https://github.com/home-assistant/core/blob/dev/CODEOWNERS#L1278) for? Thanks!

<details>
<summary>Code owner commands</summary>


Code owners of `tuya` can trigger bot actions by commenting:

- `@home-assistant close` Closes the pull request.
- `@home-assistant rename Awesome new title` Renames the pull request.
- `@home-assistant reopen` Reopen the pull request.
- `@home-assistant unassign tuya` Removes the current integration label and assignees on the pull request, add the integration domain after the command.

</details>

",2023-05-19T21:14:28Z,False,https://github.com/home-assistant/core/pull/93289,jscarlett5,False,,
Issue,home-assistant[bot],"<!-- ReviewDrafterComment -->
Please take a look at the requested changes, and use the **Ready for review** button when you are done, thanks :+1:

[_Learn more about our pull request process._](https://developers.home-assistant.io/docs/review-process#prs-are-being-drafted-when-changes-are-needed)
",2023-05-23T12:55:58Z,False,https://github.com/home-assistant/core/pull/93289,jscarlett5,False,,
Issue,jscarlett5,"Hi @frenck 
Is this still waiting on me for something? I don't do a lot of pull requests so I may be missing a step here. I believe I addressed the items you pointed out. Thanks for your help. ",2023-06-08T19:11:20Z,False,https://github.com/home-assistant/core/pull/93289,jscarlett5,False,,
Issue,kl4ver,@frenck this would be really nice to have! Can it be merged?,2023-06-24T17:01:06Z,False,https://github.com/home-assistant/core/pull/93289,jscarlett5,False,,
Issue,kl4ver,"@jscarlett5 see the comment of Frenck, can you fix this?",2023-06-28T17:23:20Z,False,https://github.com/home-assistant/core/pull/93289,jscarlett5,False,,
Issue,brainexe,"here is the same change also waiting for review, bit more advanced: #95053 ",2023-07-13T06:04:53Z,False,https://github.com/home-assistant/core/pull/93289,jscarlett5,False,,
Issue,frenck,"Because there hasn't been any activity on this PR for quite some time now, I've decided to close it for being stale.

Feel free to re-open this PR when you are ready to pick up work on it again 👍

../Frenck",2023-10-06T07:35:35Z,True,https://github.com/home-assistant/core/pull/93289,jscarlett5,False,,
Review,frenck,Entity names are not made for instructions.,2023-05-23T12:55:34Z,True,https://github.com/home-assistant/core/pull/93289,jscarlett5,False,,
Review,frenck,Does this entity count down while running?,2023-05-23T12:55:54Z,True,https://github.com/home-assistant/core/pull/93289,jscarlett5,False,,
Review,jscarlett5,Understood. I'll make the change and re-commit.,2023-05-23T13:02:05Z,False,https://github.com/home-assistant/core/pull/93289,jscarlett5,False,,
Review,jscarlett5,"Yes it does. It's set, then counts down once switch is set to true. Should this be setup elsewhere? ",2023-05-23T13:03:31Z,False,https://github.com/home-assistant/core/pull/93289,jscarlett5,False,,
Review,frenck,"We down allow number entities to be used for countdowns.

../Frenck",2023-06-25T17:12:03Z,True,https://github.com/home-assistant/core/pull/93289,jscarlett5,False,,
,,,2023-05-19T20:35:32Z,,https://github.com/home-assistant/core/pull/93289,jscarlett5,False,569a926d67e1d9d92efb6f353b8db0fa466d80a4,"Adding support for Smart Water Timer

Countdown Entity"
,,,2023-05-19T20:36:18Z,,https://github.com/home-assistant/core/pull/93289,jscarlett5,False,7dec2169e4a43800f7fcbcebfbf68a9d07c6a2f4,"Adding support for Smart Water Timer

Entity for Battery"
,,,2023-05-19T20:38:46Z,,https://github.com/home-assistant/core/pull/93289,jscarlett5,False,79f67bef02ea0baa718e9bd76c03aa87b06ca7d3,"Adding Support for Smart Water Timer

Water Valve switch entity"
,,,2023-05-23T12:33:15Z,,https://github.com/home-assistant/core/pull/93289,jscarlett5,False,cbed8ed6ca43f28dbb0a9be50b64b6c3c3cb3d65,Merge branch 'dev' into dev
,,,2023-05-23T13:05:11Z,,https://github.com/home-assistant/core/pull/93289,jscarlett5,False,da632ed5fb6ed823d9edfd83e56de4ea7450c38d,Remove instructions in entity name
,,,2023-05-25T15:46:01Z,,https://github.com/home-assistant/core/pull/93289,jscarlett5,False,008589dd931a56c1f8702f87bbdf31cd6a956d06,Merge branch 'dev' into dev
,,,2023-05-30T14:45:26Z,,https://github.com/home-assistant/core/pull/93289,jscarlett5,False,77f4a6a0420c3aa810d635ab0efabf48e7b8b6ce,Merge branch 'home-assistant:dev' into dev
Review,joostlek,"When receiving a new token, do we extract data out of it?",2024-02-09T08:16:20Z,True,https://github.com/home-assistant/core/pull/109930,Thomas55555,True,,
Review,Thomas55555,We did. But it's actually not necessary. I changed it.,2024-02-09T13:20:44Z,True,https://github.com/home-assistant/core/pull/109930,Thomas55555,True,,
Review,joostlek,"```suggestion
```
I'd remove this logger as the config entry contains data like the token etc, that makes it harder for people to share logs and it's unsafe",2024-02-09T13:31:58Z,True,https://github.com/home-assistant/core/pull/109930,Thomas55555,True,,
Review,joostlek,"```suggestion
```",2024-02-09T13:32:19Z,True,https://github.com/home-assistant/core/pull/109930,Thomas55555,True,,
Review,joostlek,"There is a new helper for this, but I don't know which one it is (I think `co2signal` uses it)",2024-02-09T13:37:13Z,True,https://github.com/home-assistant/core/pull/109930,Thomas55555,True,,
,,,2024-02-07T23:13:09Z,,https://github.com/home-assistant/core/pull/109930,Thomas55555,True,7b11db1752c6cd1f7d6022563594858f30f7a808,Add reauthentication for husqvarna_automower
,,,2024-02-08T20:48:09Z,,https://github.com/home-assistant/core/pull/109930,Thomas55555,True,b966119b48cecfcc9b96ed53c1ece4c815cd190f,Remove unneded lines
,,,2024-02-09T07:10:14Z,,https://github.com/home-assistant/core/pull/109930,Thomas55555,True,30b5ff96d977e997112bb761b499408d685c7672,Merge branch 'dev' into patch2
,,,2024-02-09T13:19:39Z,,https://github.com/home-assistant/core/pull/109930,Thomas55555,True,a4d242f40f270bf9ae997a9c0441b3b8343449c3,Don't extract token on reauth
,,,2024-02-09T13:30:37Z,,https://github.com/home-assistant/core/pull/109930,Thomas55555,True,77f684d2ddeb9e11a2b2984923d57750bd96835f,Merge branch 'dev' into patch2
,,,2024-02-09T13:35:46Z,,https://github.com/home-assistant/core/pull/109930,Thomas55555,True,55e42a86adc1aada1254467d4c99857022837bb6,"Update homeassistant/components/husqvarna_automower/config_flow.py

Co-authored-by: Joost Lekkerkerker <joostlek@outlook.com>"
,,,2024-02-09T13:35:55Z,,https://github.com/home-assistant/core/pull/109930,Thomas55555,True,580f30f7e68b60dc0e58ffe6d72de3a02996f12b,"Update tests/components/husqvarna_automower/conftest.py

Co-authored-by: Joost Lekkerkerker <joostlek@outlook.com>"
,,,2024-02-09T14:08:11Z,,https://github.com/home-assistant/core/pull/109930,Thomas55555,True,645f59947f384bf25eff4a40d290ee427db254a0,Use helper
,,,2024-02-09T14:22:40Z,,https://github.com/home-assistant/core/pull/109930,Thomas55555,True,c845862631a34aa173d26f9b628db389c9f1bf4b,Test if authentication is done with the right account
,,,2024-03-05T14:53:15Z,,https://github.com/home-assistant/core/pull/109930,Thomas55555,True,32a892b0af2e678d45d41c5b81f2b57db176d6ce,Merge branch 'dev' into patch2
,,,2024-03-05T14:56:05Z,,https://github.com/home-assistant/core/pull/109930,Thomas55555,True,d4fb06dff756b9955d2f5703c66e27a3a7552555,switch to ConfigFlowResult
Issue,homeassistant,"Hi @rautesamtr, 

It seems you haven't yet signed a CLA. Please do so [here](https://home-assistant.io/developers/cla_sign_start/?pr=home-assistant&#x2F;core#58596).

Once you do that we will be able to review and accept this pull request.

Thanks!
",2021-10-28T11:16:37Z,True,https://github.com/home-assistant/core/pull/58596,rautesamtr,False,,
Issue,LeoCal,"Good job, Gabriel!
When are you planning to merge this in?",2021-12-09T16:47:20Z,False,https://github.com/home-assistant/core/pull/58596,rautesamtr,False,,
Issue,trivi,Thanks a lot! I was missing this configuration option too.,2022-01-02T23:58:56Z,False,https://github.com/home-assistant/core/pull/58596,rautesamtr,False,,
Issue,epenet,"Note: in the future, please avoid squashing commits",2022-01-03T10:45:11Z,True,https://github.com/home-assistant/core/pull/58596,rautesamtr,False,,
Issue,frenck,"Hmm... isn't this violating ADR-0007 @epenet?

<https://github.com/home-assistant/architecture/blob/master/adr/0007-integration-config-yaml-structure.md#decision>

",2022-01-03T10:46:33Z,True,https://github.com/home-assistant/core/pull/58596,rautesamtr,False,,
Issue,epenet,"Oh - I missed that part of ADR-0007!
@rautesamtr we may need to revert this PR.
Could you please take a look at the ADR and maybe work on refactoring the `command_line` integration?",2022-01-03T11:05:12Z,True,https://github.com/home-assistant/core/pull/58596,rautesamtr,False,,
Issue,rautesamtr,"> Note: in the future, please avoid squashing commits

Sorry for the forced rebase push, i didn't know this would make problems i will refrain from it in the future.

> Could you please take a look at the ADR and maybe work on refactoring the command_line integration?

So it's basically what has already been done to the `template` integration? Should be doable if i can use that as a guide.",2022-01-03T11:41:13Z,False,https://github.com/home-assistant/core/pull/58596,rautesamtr,False,,
Issue,frenck,"We have discussed it, and while it violates ADR-0007, we think it is OK to exempt.
Reasoning: It is not breaking, it helps with the UI progress and is relatively small.

TL;DR: We accept this change.

Thanks @rautesamtr 👍 ",2022-01-03T14:09:49Z,True,https://github.com/home-assistant/core/pull/58596,rautesamtr,False,,
Issue,epenet,"Great, thanks @frenck
@rautesamtr if you have the will and the energy to refactor the integration, then yes I think you can use template integration as a guide.",2022-01-03T14:12:08Z,True,https://github.com/home-assistant/core/pull/58596,rautesamtr,False,,
Review,epenet,Could you use `_attr_unique_id`?,2021-10-28T11:32:08Z,True,https://github.com/home-assistant/core/pull/58596,rautesamtr,False,,
Review,rautesamtr,Done,2021-10-28T13:24:15Z,False,https://github.com/home-assistant/core/pull/58596,rautesamtr,False,,
,,,2021-10-28T10:23:11Z,,https://github.com/home-assistant/core/pull/58596,rautesamtr,False,78092cdcd866ff812feceb627a124d7708a22d64,command_line: add unique_id configuration variable
Issue,jschlyter,cc @bbrendon @manuel-jrs @aque0us who has committed to this integration in the past,2024-05-13T15:53:31Z,True,https://github.com/home-assistant/core/pull/117320,jschlyter,True,,
Issue,jschlyter,Will resolve minor changes in separate PRs before moving ahead with this one.,2024-06-09T11:33:25Z,True,https://github.com/home-assistant/core/pull/117320,jschlyter,True,,
Issue,jschlyter,Waiting for #119198,2024-06-18T18:35:42Z,True,https://github.com/home-assistant/core/pull/117320,jschlyter,True,,
,,,2024-05-12T18:10:39Z,,https://github.com/home-assistant/core/pull/117320,jschlyter,True,ac097936fe38ea75bb48f643de7400e6369c0370,update list of AWS regions
,,,2024-05-12T18:23:24Z,,https://github.com/home-assistant/core/pull/117320,jschlyter,True,c53ffbd9e1d8ce29d662b77c2c5d9b8609ff39c4,"Update list of voices via:

```
aws polly describe-voices --output json --region us-east-1 |
jq -r '.Voices[] | ( ""\"""" + .Name + ""\"",  # "" + .LanguageName)'
```"
,,,2024-05-12T18:27:02Z,,https://github.com/home-assistant/core/pull/117320,jschlyter,True,703e31d56d96c0e232b384d257c7f983439082d0,add generative and long-form engines
,,,2024-05-12T18:58:46Z,,https://github.com/home-assistant/core/pull/117320,jschlyter,True,7caa1677aedc34b87edd788a459c995e3ce66515,allow setting engine and region in Amazon Polly options
,,,2024-05-12T19:24:20Z,,https://github.com/home-assistant/core/pull/117320,jschlyter,True,7f93611431eaa2ed37a31168362cf38fb03b4b9d,region not possible in options
,,,2024-05-12T19:24:35Z,,https://github.com/home-assistant/core/pull/117320,jschlyter,True,750aef87ef9dab2eaa86d972d7e4abfc08ac101c,add dictionary of per engine voice_id and allow engine in options
,,,2024-05-12T19:26:10Z,,https://github.com/home-assistant/core/pull/117320,jschlyter,True,6342c6c55f2b02978759748743e7b867ccbffca5,reformat
,,,2024-05-12T19:28:23Z,,https://github.com/home-assistant/core/pull/117320,jschlyter,True,705bfbb2eceb57166277a40f9e71140a5523a982,Merge branch 'dev' into polly_generative
,,,2024-05-12T19:30:12Z,,https://github.com/home-assistant/core/pull/117320,jschlyter,True,31152a877e714c3ab79500fa8e0d447e769f5ecf,add default engine to default options
,,,2024-05-12T19:34:38Z,,https://github.com/home-assistant/core/pull/117320,jschlyter,True,249245c8ad5ba180f845017a66bbdbee2f36690f,sort import
,,,2024-05-13T05:49:02Z,,https://github.com/home-assistant/core/pull/117320,jschlyter,True,63af4c6ea0ed535bf46cc762c42883cc3d618700,move statement
,,,2024-05-13T06:29:16Z,,https://github.com/home-assistant/core/pull/117320,jschlyter,True,1199f437af3ed7e2fac1c8a56b6973a0aa42c567,update list of voices using voices.py script
,,,2024-05-13T06:36:16Z,,https://github.com/home-assistant/core/pull/117320,jschlyter,True,8a47c99c4c1d371f530964ea868fd0a08fee8d74,also parse AdditionalLanguageCodes
,,,2024-05-13T06:44:28Z,,https://github.com/home-assistant/core/pull/117320,jschlyter,True,864056ce1d6915fe2ced4643cbf6b2006e7b4462,please ruff
,,,2024-05-13T06:58:57Z,,https://github.com/home-assistant/core/pull/117320,jschlyter,True,ab1ae33e2b6efeee1dc1f154bb71108f4574b48a,lint
,,,2024-05-13T18:20:34Z,,https://github.com/home-assistant/core/pull/117320,jschlyter,True,f02289ddc64fbd3a71ecf53f22135d61bfc630da,generate SUPPORTED_REGIONS and SUPPORTED_VOICES using script
,,,2024-05-13T18:46:05Z,,https://github.com/home-assistant/core/pull/117320,jschlyter,True,be37c271a28b07073da70179e0f379027b20e460,sort voices
,,,2024-05-13T18:49:16Z,,https://github.com/home-assistant/core/pull/117320,jschlyter,True,60eb69d3243b74c59c22a2170e51b456bfe9c11d,remove typo
,,,2024-05-14T05:50:39Z,,https://github.com/home-assistant/core/pull/117320,jschlyter,True,112b556b23dbaee450c1ec482713268482102304,use sets where possible
,,,2024-05-19T18:39:11Z,,https://github.com/home-assistant/core/pull/117320,jschlyter,True,ee4d91d8b420147fffa92b760d901326736ddb8c,Merge branch 'dev' into polly_generative
,,,2024-05-22T06:40:32Z,,https://github.com/home-assistant/core/pull/117320,jschlyter,True,cf246114cc665019171c954c48de4b738a32ffa7,Merge branch 'dev' into polly_generative
,,,2024-05-22T06:41:25Z,,https://github.com/home-assistant/core/pull/117320,jschlyter,True,eca91c08b391c834edeeea91f4a7165955d0a3c6,add Final
,,,2024-05-22T06:44:42Z,,https://github.com/home-assistant/core/pull/117320,jschlyter,True,56c9bc847860bf878b0f351be81336bfcf3d47cb,regen
,,,2024-05-25T07:04:22Z,,https://github.com/home-assistant/core/pull/117320,jschlyter,True,3656403b33d7cb12e3eea0916b381e2d990abe56,Merge branch 'dev' into polly_generative
,,,2024-05-30T16:35:30Z,,https://github.com/home-assistant/core/pull/117320,jschlyter,True,2e9a2d85c3ef553b3578e8f19a32c7db0780a9e5,Merge branch 'dev' into polly_generative
,,,2024-06-09T10:15:13Z,,https://github.com/home-assistant/core/pull/117320,jschlyter,True,2784e8af223e76ec40256dee60035c91c8f0dc04,Merge branch 'dev' into polly_generative
,,,2024-06-09T10:27:52Z,,https://github.com/home-assistant/core/pull/117320,jschlyter,True,c72423aba2d6b8ed48e80035b10db4d6a226a9ae,Automatically generate list of voices and regions. Requires AWS credentials.
