Comment Type,User,Comment,Date,Pull Request URL
Issue,home-assistant[bot],"<!-- ReviewDrafterComment -->
Please take a look at the requested changes, and use the **Ready for review** button when you are done, thanks :+1:

[_Learn more about our pull request process._](https://developers.home-assistant.io/docs/review-process#prs-are-being-drafted-when-changes-are-needed)
",2023-03-13T08:52:13Z,https://github.com/home-assistant/core/pull/89592
Issue,github-actions[bot],"There hasn't been any activity on this pull request recently. This pull request has been automatically marked as stale because of that and will be closed if no further activity occurs within 7 days.
Thank you for your contributions.",2023-08-02T16:05:29Z,https://github.com/home-assistant/core/pull/89592
Issue,edenhaus,Reopening as this PR waits on a review.,2023-08-09T16:43:01Z,https://github.com/home-assistant/core/pull/89592
Review,emontnemery,"This file is no longer included in the git repository, please remove it",2023-03-13T08:44:37Z,https://github.com/home-assistant/core/pull/89592
Review,emontnemery,"If the SSL settings are incorrect, what error will be raised when calling `fully.getDeviceInfo` below?",2023-03-13T08:52:07Z,https://github.com/home-assistant/core/pull/89592
Review,r01k,"Without it the integration setup dialog has no text and the generic error messages lose the user-friendly verbiage. @cgarwood? 

![image](https://user-images.githubusercontent.com/19595786/225502890-0b60a354-9507-471c-ab8c-624d7bbb944c.png)
",2023-03-16T03:10:06Z,https://github.com/home-assistant/core/pull/89592
Review,r01k,"If `use_ssl` is wrong, meaning that it is set to `True` but the Fully app is not configured for SSL, the error will be ""Failed to connect"" (""cannot_connect"" with the translations folder removed) regardless of the state of `verify_ssl`.

If `use_ssl` is correct, meaning that it is set to `True` and the Fully app is configured for SSL; but `verify_ssl` is wrong, meaning that HA has not been loaded with the CA to verify the certificate, there will be an SSL error from the backend library.",2023-03-16T03:16:07Z,https://github.com/home-assistant/core/pull/89592
Review,emontnemery,"You need to run `python3 -m script.translations develop --all` in your local testing.
Again, please remove the file from this PR.

You may be basing your work on an old dev branch; the translations were removed from the core repo a couple of months ago.",2023-03-16T14:50:49Z,https://github.com/home-assistant/core/pull/89592
Review,emontnemery,"> there will be an SSL error from the backend library

OK, and how is that shown to the user?",2023-03-16T14:52:29Z,https://github.com/home-assistant/core/pull/89592
Review,r01k,Got it. Removed. `script.translations` generated the en.json file locally.,2023-03-16T17:17:18Z,https://github.com/home-assistant/core/pull/89592
Review,r01k,"On the frontend the user gets ""Failed to connect"" as caught by 
`
            except (
            ClientConnectorError,
            FullyKioskError,
            asyncio.TimeoutError,
        ) as  error:
`
![image](https://user-images.githubusercontent.com/19595786/225700835-4dc708f9-0a73-43cd-8010-8b16f178419b.png)

And the debug log registers:
aiohttp.client_exceptions.ClientConnectorCertificateError: Cannot connect to host 192.168.1.30:2323 ssl:True [SSLCertVerificationError: (1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:997)')]
",2023-03-16T17:22:05Z,https://github.com/home-assistant/core/pull/89592
Review,emontnemery,"OK, in that case I'd suggest to set the error to something more detailed than `cannot_connect` to help the user distinguish between the different errors.",2023-03-28T08:04:01Z,https://github.com/home-assistant/core/pull/89592
Review,r01k,"That was my intention originally but there's nothing for ssl errors in homeassistant/strings.json. I guess the general expectation is that the user will check the logs for the specific failure when getting ""Failed to connect"", specially if he is advanced enough to be setting up ssl with the integration.",2023-03-29T20:59:40Z,https://github.com/home-assistant/core/pull/89592
Review,r01k,"@emontnemery, thoughts? ",2023-04-12T19:00:30Z,https://github.com/home-assistant/core/pull/89592
Review,emontnemery,"I'd suggest to include the the exception error message in the `description_placeholders` since the error message is likely to aid the user if they made a mistake in the SSL configuration.

",2023-09-28T15:17:52Z,https://github.com/home-assistant/core/pull/89592
Review,r01k,"Now the exception message is shown to the user on the frontend, as recommended.

![image](https://github.com/home-assistant/core/assets/19595786/e439fbcd-6930-4868-b15a-db986e27e456)
",2023-11-01T07:06:28Z,https://github.com/home-assistant/core/pull/89592
Issue,home-assistant[bot],"
Hey there @gerard33, mind taking a look at this pull request as it has been labeled with an integration (`bmw_connected_drive`) you are listed as a [code owner](https://github.com/home-assistant/core/blob/dev/CODEOWNERS#L161) for? Thanks!

<details>
<summary>Code owner commands</summary>


Code owners of `bmw_connected_drive` can trigger bot actions by commenting:

- `@home-assistant close` Closes the pull request.
- `@home-assistant rename Awesome new title` Renames the pull request.
- `@home-assistant reopen` Reopen the pull request.
- `@home-assistant unassign bmw_connected_drive` Removes the current integration label and assignees on the pull request, add the integration domain after the command.

</details>

",2023-04-11T21:27:18Z,https://github.com/home-assistant/core/pull/91248
Issue,home-assistant[bot],"<!-- ReviewDrafterComment -->
Please take a look at the requested changes, and use the **Ready for review** button when you are done, thanks :+1:

[_Learn more about our pull request process._](https://developers.home-assistant.io/docs/review-process#prs-are-being-drafted-when-changes-are-needed)
",2023-06-27T06:39:35Z,https://github.com/home-assistant/core/pull/91248
Issue,rikroe,"The other PR is sufficient, thanks for asking! ",2023-06-27T07:56:03Z,https://github.com/home-assistant/core/pull/91248
Issue,joostlek,Oops! Did not knew this PR existed. I am sorry for doing double work 🙏🏻 ,2023-06-27T07:57:59Z,https://github.com/home-assistant/core/pull/91248
Issue,homeassistant,"Hi @prokon, 

It seems you haven't yet signed a CLA. Please do so [here](https://home-assistant.io/developers/cla_sign_start/?pr=home-assistant&#x2F;core#70375).

Once you do that we will be able to review and accept this pull request.

Thanks!
",2022-04-21T16:46:30Z,https://github.com/home-assistant/core/pull/70375
Issue,probot-home-assistant[bot],"Hey there @frenck, mind taking a look at this pull request as it has been labeled with an integration (`verisure`) you are listed as a [code owner](https://github.com/home-assistant/core/blob/dev/CODEOWNERS#L1094) for? Thanks!
<sub><sup>(message by CodeOwnersMention)</sup></sub>",2022-04-21T16:46:33Z,https://github.com/home-assistant/core/pull/70375
Issue,prokon,Forgot to mention that I have the Yale Doorman V2 lock - unsure if other Verisure locks would have different states?,2022-04-21T17:40:13Z,https://github.com/home-assistant/core/pull/70375
Issue,prokon,"> Thanks!

Thank you for good help, this will HA more useful to me",2022-05-03T06:56:18Z,https://github.com/home-assistant/core/pull/70375
Issue,MartinHjelmare,"We should probably mention the new state attribute in the user docs for Verisure:
https://www.home-assistant.io/integrations/verisure/#alarm-control-panel

Please link a docs PR here.",2022-05-03T07:17:58Z,https://github.com/home-assistant/core/pull/70375
Issue,prokon,"> We should probably mention the new state attribute in the user docs for Verisure: https://www.home-assistant.io/integrations/verisure/#alarm-control-panel
> 
> Please link a docs PR here.

https://github.com/home-assistant/home-assistant.io/pull/22612",2022-05-03T07:43:17Z,https://github.com/home-assistant/core/pull/70375
Issue,MartinHjelmare,Thanks!,2022-05-03T07:47:05Z,https://github.com/home-assistant/core/pull/70375
Review,MartinHjelmare,Nothing seems to use this property.,2022-04-22T05:38:32Z,https://github.com/home-assistant/core/pull/70375
Review,prokon,"Thank you for your review. This is the first time I look at the HA code, som my inexperience is exposed. I thought the properties would automatically be exposed as attributes to the lock entity. Then the ""method"" attribute could be used in automations.

Any pointers on how to expose ""change_method"" as an attributes to the lock entity?",2022-04-22T05:54:36Z,https://github.com/home-assistant/core/pull/70375
Review,MartinHjelmare,Extra state attributes can be set by implementing the property `extra_state_attributes`. A codeowner should approve the addition of new state attributes.,2022-04-22T06:26:58Z,https://github.com/home-assistant/core/pull/70375
Review,frenck,I think it's ok to add it as a state attribute 👍  ,2022-04-22T06:48:28Z,https://github.com/home-assistant/core/pull/70375
Review,prokon,"Thanks both, updated the code with the extra state attribute, please review ",2022-04-22T10:47:46Z,https://github.com/home-assistant/core/pull/70375
Review,MartinHjelmare,Can the method item be missing in the dict or is it always present?,2022-04-22T21:45:46Z,https://github.com/home-assistant/core/pull/70375
Review,prokon,"Good point. I don't have access any other installations than mine, and the API seems undocumented. In my tests in my system ""method"" have always been present, but of course I cannot know for sure for other installations. If it is not present changed_method will return None.

If changed_method is None, extra_state_attributes will return {'method': None} I assume HA will handle attributes with NoneType? Or would it be better if extra_state_attributes returned an empty dict if ""method"" is not present?


",2022-05-02T10:35:29Z,https://github.com/home-assistant/core/pull/70375
Review,MartinHjelmare,The entity can handle a `None` value for a state attribute. It would be good to know the possible return values here so we can type it as narrow as possible.,2022-05-02T11:35:18Z,https://github.com/home-assistant/core/pull/70375
Review,frenck,"I would make it narrow and widen if needed (this part is simply not documented, so no way to know).",2022-05-02T11:46:22Z,https://github.com/home-assistant/core/pull/70375
Review,prokon,"I'm not sure if I fully understand what you mean by narrow? 'method' will be a string if present or `None` if not present. I listed the possible values of ""method"" I have found in my installation in the description of the pull request, but I have no way of knowing if it can return other values.

""method"": ""THUMB"",
""method"": ""STAR"",
""method"": ""CODE"",
""method"": ""REMOTE"",
""method"": ""AUTO"",
",2022-05-02T13:18:09Z,https://github.com/home-assistant/core/pull/70375
Review,MartinHjelmare,"If we think it will always be present, we can change it like so:
```suggestion
        return self.coordinator.data[""locks""][self.serial_number][""method""]
```
And update the return value type to just `str`.",2022-05-02T13:34:45Z,https://github.com/home-assistant/core/pull/70375
Review,prokon,"To me that seems a bit risky since the Verisure interface is not documented. If the ""method"" is not present there will be an exception with your proposed edit. To me it seems better to get `None` if it is not present in some installations. I only have access to mine which is only one of the 722 active Verisure HA installations, so I have no way of knowing that ""method"" will always be present in all intergrations. But like I'm said I'm new to HA so I respect the decision of the more experienced than me.",2022-05-02T13:51:42Z,https://github.com/home-assistant/core/pull/70375
Review,frenck,"> To me that seems a bit risky since the Verisure interface is not documented.

We'll be able to patch it out quickly enough if this is an issue. It is easier to loosing later than to make it more strict later...
",2022-05-02T14:06:49Z,https://github.com/home-assistant/core/pull/70375
Review,MartinHjelmare,"```suggestion

```",2022-05-03T06:44:58Z,https://github.com/home-assistant/core/pull/70375
Review,MartinHjelmare,"```suggestion

```",2022-05-03T06:45:16Z,https://github.com/home-assistant/core/pull/70375
Review,MartinHjelmare,"```suggestion

        @property
```",2022-05-03T06:46:09Z,https://github.com/home-assistant/core/pull/70375
Review,MartinHjelmare,"```suggestion

        @property
```",2022-05-03T06:46:25Z,https://github.com/home-assistant/core/pull/70375
Review,MartinHjelmare,"```suggestion
    @property
```",2022-05-03T06:46:59Z,https://github.com/home-assistant/core/pull/70375
Review,MartinHjelmare,"```suggestion
    @property
```",2022-05-03T06:47:07Z,https://github.com/home-assistant/core/pull/70375
Issue,probot-home-assistant[bot],"Hey there @briis, @angellusmortis, @bdraco, mind taking a look at this pull request as it has been labeled with an integration (`unifiprotect`) you are listed as a [code owner](https://github.com/home-assistant/core/blob/dev/CODEOWNERS#L1049) for? Thanks!
<sub><sup>(message by CodeOwnersMention)</sup></sub>",2022-03-03T19:22:29Z,https://github.com/home-assistant/core/pull/67570
Issue,AngellusMortis,Coverage is still failing.,2022-03-04T16:43:56Z,https://github.com/home-assistant/core/pull/67570
Issue,balloob,@AngellusMortis anything else needed to move this forward?,2022-03-14T19:14:44Z,https://github.com/home-assistant/core/pull/67570
Issue,AngellusMortis,"The PR itself looks good to me, but I have not had the time to test it since I am pretty busy with work. Do you have UniFi Protect and/or have you tested it? It should be testable with a G4 Dome, G3/G4 Instance or a G4 Doorbell (Pro)?. 

If I get the time I can test it this week sometime, but maybe @bdraco has a chance to test it?",2022-03-14T19:19:07Z,https://github.com/home-assistant/core/pull/67570
Issue,bdraco,I'll give it a shot when I get done with my next call,2022-03-14T20:07:19Z,https://github.com/home-assistant/core/pull/67570
Review,AngellusMortis,"The media is actually played by HA in a separate thread and streamed directly to the UniFi Protect camera using ffmpeg. The cameras cannot actually play media. They just have a UDP server running that you can send audio packets to.

So, the URL should be one that HA can resolve internally. It does not look like `async_process_play_media_url` makes it an external URL, but that is something to keep in mind. If it is a local path, that is actually preferred so it does not try to stream it through HA and just reads it from disk.",2022-03-04T16:37:47Z,https://github.com/home-assistant/core/pull/67570
Review,balloob,"this turns relative URLs into full URLs and adds authentication. If it's not necessary, we can skip it. ",2022-03-04T22:29:10Z,https://github.com/home-assistant/core/pull/67570
Review,AngellusMortis,"Yeah, it should not be necessary since ffmpeg is ran directly on HA. ",2022-03-04T22:30:59Z,https://github.com/home-assistant/core/pull/67570
Review,balloob,"The relative URLs are still URLs, they are not local paths. Would that still be ok? 

Note that media sources _can_ resolve to a relative URL, but also to a full URL. ",2022-03-05T07:57:02Z,https://github.com/home-assistant/core/pull/67570
Review,AngellusMortis,"Well, how to do differentate between a relative URL and a file path? If they both start with `/`, you would not be able to tell the difference. 

I guess you would `Path().exists()` it. If it is a file on disk pass it into `pyunifiprotect` directly, if it does not, convert it to a hass URL. ",2022-03-05T14:22:18Z,https://github.com/home-assistant/core/pull/67570
Review,balloob,"that's not how media source works, it always resolves to a URL.",2022-03-06T07:54:01Z,https://github.com/home-assistant/core/pull/67570
Review,AngellusMortis,But it may not always be a media source. If the user enters the value manually without the media browser it could be a file path. ,2022-03-06T12:54:09Z,https://github.com/home-assistant/core/pull/67570
Review,balloob,"ok I will apply this only when resolving media sources.

If it can be a local path, the path needs to be checked that it's allowed to be streamed from using `hass.core.is_allowed_path`",2022-03-06T20:23:24Z,https://github.com/home-assistant/core/pull/67570
Issue,Noltari,Same as https://github.com/home-assistant/core/pull/124566 for the Cloud integration.,2024-09-13T17:30:19Z,https://github.com/home-assistant/core/pull/125918
Issue,Noltari,Thanks @joostlek!,2024-10-21T15:14:11Z,https://github.com/home-assistant/core/pull/125918
Review,joostlek,"```suggestion
    entities.extend(
```",2024-10-21T14:32:16Z,https://github.com/home-assistant/core/pull/125918
Review,joostlek,"```suggestion
    )
```",2024-10-21T14:32:22Z,https://github.com/home-assistant/core/pull/125918
Issue,home-assistant[bot],"
Hey there @dl2080, mind taking a look at this pull request as it has been labeled with an integration (`airq`) you are listed as a [code owner](https://github.com/home-assistant/core/blob/dev/CODEOWNERS#L46) for? Thanks!

<details>
<summary>Code owner commands</summary>


Code owners of `airq` can trigger bot actions by commenting:

- `@home-assistant close` Closes the pull request.
- `@home-assistant rename Awesome new title` Renames the pull request.
- `@home-assistant reopen` Reopen the pull request.
- `@home-assistant unassign airq` Removes the current integration label and assignees on the pull request, add the integration domain after the command.
- `@home-assistant add-label needs-more-information` Add a label (needs-more-information, problem in dependency, problem in custom component) to the pull request.
- `@home-assistant remove-label needs-more-information` Remove a label (needs-more-information, problem in dependency, problem in custom component) on the pull request.

</details>

",2024-02-01T22:45:44Z,https://github.com/home-assistant/core/pull/109337
Issue,home-assistant[bot],"<!-- ReviewDrafterComment -->
Please take a look at the requested changes, and use the **Ready for review** button when you are done, thanks :+1:

[_Learn more about our pull request process._](https://developers.home-assistant.io/docs/review-process#prs-are-being-drafted-when-changes-are-needed)
",2024-02-02T08:50:40Z,https://github.com/home-assistant/core/pull/109337
Issue,github-actions[bot],"There hasn't been any activity on this pull request recently. This pull request has been automatically marked as stale because of that and will be closed if no further activity occurs within 7 days.
If you are the author of this PR, please leave a comment if you want to keep it open. Also, please rebase your PR onto the latest dev branch to ensure that it's up to date with the latest changes.
Thank you for your contribution!",2024-04-03T15:04:35Z,https://github.com/home-assistant/core/pull/109337
Review,joostlek,What do we use this for?,2024-02-02T08:50:05Z,https://github.com/home-assistant/core/pull/109337
Review,joostlek,"```suggestion
        if user_input:
```
",2024-02-02T08:50:28Z,https://github.com/home-assistant/core/pull/109337
Review,ludeeus,"You can utilize the `homeassistant.helpers.schema_config_entry_flow.SchemaOptionsFlowHandler` class for these simple schema flows.
An example of how that can be implemented can be found here <https://github.com/home-assistant/core/blob/dev/homeassistant/components/traccar_server/config_flow.py#L196-L202>",2024-02-02T08:51:48Z,https://github.com/home-assistant/core/pull/109337
Review,Sibgatulin,"thanks for spotting, it is indeed a remnant from the previous pattern, you have rightfully discouraged. Removing it.",2024-02-02T12:27:42Z,https://github.com/home-assistant/core/pull/109337
Review,Sibgatulin,Looks like I can skip the entire `OptionsFlowHandler` class,2024-02-02T12:29:43Z,https://github.com/home-assistant/core/pull/109337
Review,Sibgatulin,"Brilliant, thanks!",2024-02-02T12:34:25Z,https://github.com/home-assistant/core/pull/109337
Issue,home-assistant[bot],"
Hi @jscarlett5

It seems you haven't yet signed a CLA. Please do so [here](https://home-assistant.io/developers/cla_sign_start/?pr=home-assistant/core#93289).

Once you do that we will be able to review and accept this pull request.

Thanks!
",2023-05-19T21:14:25Z,https://github.com/home-assistant/core/pull/93289
Issue,home-assistant[bot],"
Hey there @tuya, @zlinoliver, @frenck, mind taking a look at this pull request as it has been labeled with an integration (`tuya`) you are listed as a [code owner](https://github.com/home-assistant/core/blob/dev/CODEOWNERS#L1278) for? Thanks!

<details>
<summary>Code owner commands</summary>


Code owners of `tuya` can trigger bot actions by commenting:

- `@home-assistant close` Closes the pull request.
- `@home-assistant rename Awesome new title` Renames the pull request.
- `@home-assistant reopen` Reopen the pull request.
- `@home-assistant unassign tuya` Removes the current integration label and assignees on the pull request, add the integration domain after the command.

</details>

",2023-05-19T21:14:28Z,https://github.com/home-assistant/core/pull/93289
Issue,home-assistant[bot],"<!-- ReviewDrafterComment -->
Please take a look at the requested changes, and use the **Ready for review** button when you are done, thanks :+1:

[_Learn more about our pull request process._](https://developers.home-assistant.io/docs/review-process#prs-are-being-drafted-when-changes-are-needed)
",2023-05-23T12:55:58Z,https://github.com/home-assistant/core/pull/93289
Issue,jscarlett5,"Hi @frenck 
Is this still waiting on me for something? I don't do a lot of pull requests so I may be missing a step here. I believe I addressed the items you pointed out. Thanks for your help. ",2023-06-08T19:11:20Z,https://github.com/home-assistant/core/pull/93289
Issue,kl4ver,@frenck this would be really nice to have! Can it be merged?,2023-06-24T17:01:06Z,https://github.com/home-assistant/core/pull/93289
Issue,kl4ver,"@jscarlett5 see the comment of Frenck, can you fix this?",2023-06-28T17:23:20Z,https://github.com/home-assistant/core/pull/93289
Issue,brainexe,"here is the same change also waiting for review, bit more advanced: #95053 ",2023-07-13T06:04:53Z,https://github.com/home-assistant/core/pull/93289
Issue,frenck,"Because there hasn't been any activity on this PR for quite some time now, I've decided to close it for being stale.

Feel free to re-open this PR when you are ready to pick up work on it again 👍

../Frenck",2023-10-06T07:35:35Z,https://github.com/home-assistant/core/pull/93289
Review,frenck,Entity names are not made for instructions.,2023-05-23T12:55:34Z,https://github.com/home-assistant/core/pull/93289
Review,frenck,Does this entity count down while running?,2023-05-23T12:55:54Z,https://github.com/home-assistant/core/pull/93289
Review,jscarlett5,Understood. I'll make the change and re-commit.,2023-05-23T13:02:05Z,https://github.com/home-assistant/core/pull/93289
Review,jscarlett5,"Yes it does. It's set, then counts down once switch is set to true. Should this be setup elsewhere? ",2023-05-23T13:03:31Z,https://github.com/home-assistant/core/pull/93289
Review,frenck,"We down allow number entities to be used for countdowns.

../Frenck",2023-06-25T17:12:03Z,https://github.com/home-assistant/core/pull/93289
Review,joostlek,"When receiving a new token, do we extract data out of it?",2024-02-09T08:16:20Z,https://github.com/home-assistant/core/pull/109930
Review,Thomas55555,We did. But it's actually not necessary. I changed it.,2024-02-09T13:20:44Z,https://github.com/home-assistant/core/pull/109930
Review,joostlek,"```suggestion
```
I'd remove this logger as the config entry contains data like the token etc, that makes it harder for people to share logs and it's unsafe",2024-02-09T13:31:58Z,https://github.com/home-assistant/core/pull/109930
Review,joostlek,"```suggestion
```",2024-02-09T13:32:19Z,https://github.com/home-assistant/core/pull/109930
Review,joostlek,"There is a new helper for this, but I don't know which one it is (I think `co2signal` uses it)",2024-02-09T13:37:13Z,https://github.com/home-assistant/core/pull/109930
Issue,homeassistant,"Hi @rautesamtr, 

It seems you haven't yet signed a CLA. Please do so [here](https://home-assistant.io/developers/cla_sign_start/?pr=home-assistant&#x2F;core#58596).

Once you do that we will be able to review and accept this pull request.

Thanks!
",2021-10-28T11:16:37Z,https://github.com/home-assistant/core/pull/58596
Issue,LeoCal,"Good job, Gabriel!
When are you planning to merge this in?",2021-12-09T16:47:20Z,https://github.com/home-assistant/core/pull/58596
Issue,trivi,Thanks a lot! I was missing this configuration option too.,2022-01-02T23:58:56Z,https://github.com/home-assistant/core/pull/58596
Issue,epenet,"Note: in the future, please avoid squashing commits",2022-01-03T10:45:11Z,https://github.com/home-assistant/core/pull/58596
Issue,frenck,"Hmm... isn't this violating ADR-0007 @epenet?

<https://github.com/home-assistant/architecture/blob/master/adr/0007-integration-config-yaml-structure.md#decision>

",2022-01-03T10:46:33Z,https://github.com/home-assistant/core/pull/58596
Issue,epenet,"Oh - I missed that part of ADR-0007!
@rautesamtr we may need to revert this PR.
Could you please take a look at the ADR and maybe work on refactoring the `command_line` integration?",2022-01-03T11:05:12Z,https://github.com/home-assistant/core/pull/58596
Issue,rautesamtr,"> Note: in the future, please avoid squashing commits

Sorry for the forced rebase push, i didn't know this would make problems i will refrain from it in the future.

> Could you please take a look at the ADR and maybe work on refactoring the command_line integration?

So it's basically what has already been done to the `template` integration? Should be doable if i can use that as a guide.",2022-01-03T11:41:13Z,https://github.com/home-assistant/core/pull/58596
Issue,frenck,"We have discussed it, and while it violates ADR-0007, we think it is OK to exempt.
Reasoning: It is not breaking, it helps with the UI progress and is relatively small.

TL;DR: We accept this change.

Thanks @rautesamtr 👍 ",2022-01-03T14:09:49Z,https://github.com/home-assistant/core/pull/58596
Issue,epenet,"Great, thanks @frenck
@rautesamtr if you have the will and the energy to refactor the integration, then yes I think you can use template integration as a guide.",2022-01-03T14:12:08Z,https://github.com/home-assistant/core/pull/58596
Review,epenet,Could you use `_attr_unique_id`?,2021-10-28T11:32:08Z,https://github.com/home-assistant/core/pull/58596
Review,rautesamtr,Done,2021-10-28T13:24:15Z,https://github.com/home-assistant/core/pull/58596
Issue,jschlyter,cc @bbrendon @manuel-jrs @aque0us who has committed to this integration in the past,2024-05-13T15:53:31Z,https://github.com/home-assistant/core/pull/117320
Issue,jschlyter,Will resolve minor changes in separate PRs before moving ahead with this one.,2024-06-09T11:33:25Z,https://github.com/home-assistant/core/pull/117320
Issue,jschlyter,Waiting for #119198,2024-06-18T18:35:42Z,https://github.com/home-assistant/core/pull/117320
Issue,probot-home-assistant[bot],"Hey there @rytilahti, @syssi, mind taking a look at this pull request as its been labeled with an integration (`xiaomi_miio`) you are listed as a [codeowner](https://github.com/home-assistant/core/blob/dev/CODEOWNERS#L541) for? Thanks!
<sub><sup>(message by CodeOwnersMention)</sup></sub>",2021-03-15T17:34:14Z,https://github.com/home-assistant/core/pull/47955
Issue,starkillerOG,"Alright I have tested the code on my dev enviroment and everything seems to work.
This schould enable EU_gateways to use subdevices because the connected subdevices can now be obtained through the cloud.

For anyone who want to test this code (with an EU gateway), just download the `homeassistant/components/xiaomi_miio` folder from https://github.com/starkillerOG/home-assistant/tree/Miio_eu_gateway and place that folder in your homeassistant `config/custom_components` folder.",2021-03-15T22:30:58Z,https://github.com/home-assistant/core/pull/47955
Issue,starkillerOG,"@syssi, @rytilahti could you revieuw this PR?
I think a lot of users have been waiting for this a long time (to get there EU gateways working)",2021-03-15T22:33:37Z,https://github.com/home-assistant/core/pull/47955
Issue,starkillerOG,"The code of this PR has already been tested by 4 diffrent people owning a EU gateway (see https://github.com/rytilahti/python-miio/issues/728) and it seems to work.

All tests pass, so I think this is ready for merging after a quick review.",2021-03-17T10:00:16Z,https://github.com/home-assistant/core/pull/47955
Issue,starkillerOG,@syssi could you review this?,2021-03-25T12:58:03Z,https://github.com/home-assistant/core/pull/47955
Issue,marioskamperis,"Hello and thank you so much for your amazing job.
I followed the instructions in: https://github.com/home-assistant/core/pull/47955#issuecomment-799798564 but there was no country support for my gateway region ""GR"" (Greece).

Do you think you will support more regions as well? If so, I can help with the testing.

Cheers and thanks again!",2021-03-25T19:21:55Z,https://github.com/home-assistant/core/pull/47955
Issue,starkillerOG,"@marioskamperis I dont think xiaomi has servers in greece, greece accounts seem to be using the german servers ""de""
see: https://www.openhab.org/addons/bindings/miio/#country-servers",2021-03-25T19:50:02Z,https://github.com/home-assistant/core/pull/47955
Issue,marioskamperis,"@starkillerOG you are right.
Tried it. My Gateway and temperature/humidity sensors were recognised successfully!
I am waiting as well for the other supported but not yet implemented devices listed [here](https://github.com/home-assistant/home-assistant.io/blob/next/source/_integrations/xiaomi_miio.markdown#supported-subdevices) as I have door magnets and motion sensors. 

I read your comment [here](https://github.com/rytilahti/python-miio/issues/728#issuecomment-800495172). Should I subscribe to that thread for updates and to help with testing?

Excellent job, thank you again!",2021-03-25T20:12:04Z,https://github.com/home-assistant/core/pull/47955
Issue,starkillerOG,"@marioskamperis yes please follow further progress there.
Than we can keep this focused on code revieuw to get it merged as soon as possible.",2021-03-25T20:49:06Z,https://github.com/home-assistant/core/pull/47955
Issue,marioskamperis,"Hi again. 
After installing the package (manually as @starkillerOG commented above)
After some restarts, I started getting this error:

> 2021-03-25 23:18:35 ERROR (MainThread) [homeassistant.setup] Setup failed for xiaomi_miio: Unable to import component: No module named 'miio.gateway.gateway'; 'miio.gateway' is not a package
2021-03-25 23:18:48 ERROR (MainThread) [homeassistant.config_entries] Error occurred loading configuration flow for integration xiaomi_miio: No module named 'miio.gateway.gateway'; 'miio.gateway' is not a package
2021-03-25 23:18:48 ERROR (MainThread) [homeassistant] Error doing job: Task exception was never retrieved
Traceback (most recent call last):
File ""/usr/src/homeassistant/homeassistant/config_entries.py"", line 561, in async_create_flow
integration.get_platform(""config_flow"")
File ""/usr/src/homeassistant/homeassistant/loader.py"", line 499, in get_platform
cache[full_name] = self._import_platform(platform_name)
File ""/usr/src/homeassistant/homeassistant/loader.py"", line 504, in _import_platform
return importlib.import_module(f""{self.pkg_path}.{platform_name}"")
File ""/usr/local/lib/python3.8/importlib/__init__.py"", line 127, in import_module
return _bootstrap._gcd_import(name[level:], package, level)
File ""<frozen importlib._bootstrap>"", line 1014, in _gcd_import
File ""<frozen importlib._bootstrap>"", line 991, in _find_and_load
File ""<frozen importlib._bootstrap>"", line 961, in _find_and_load_unlocked
File ""<frozen importlib._bootstrap>"", line 219, in _call_with_frames_removed
File ""<frozen importlib._bootstrap>"", line 1014, in _gcd_import
File ""<frozen importlib._bootstrap>"", line 991, in _find_and_load
File ""<frozen importlib._bootstrap>"", line 975, in _find_and_load_unlocked
File ""<frozen importlib._bootstrap>"", line 671, in _load_unlocked
File ""<frozen importlib._bootstrap_external>"", line 783, in exec_module
File ""<frozen importlib._bootstrap>"", line 219, in _call_with_frames_removed
File ""/config/custom_components/xiaomi_miio/__init__.py"", line 6, in <module>
from miio.gateway.gateway import GatewayException
ModuleNotFoundError: No module named 'miio.gateway.gateway'; 'miio.gateway' is not a package
During handling of the above exception, another exception occurred:
Traceback (most recent call last):
File ""/usr/src/homeassistant/homeassistant/data_entry_flow.py"", line 122, in async_init
flow = await self.async_create_flow(handler, context=context, data=data)
File ""/usr/src/homeassistant/homeassistant/config_entries.py"", line 568, in async_create_flow
raise data_entry_flow.UnknownHandler
homeassistant.data_entry_flow.UnknownHandler
2021-03-25 23:18:48 ERROR (MainThread) [homeassistant.config_entries] Error occurred loading configuration flow for integration xiaomi_miio: No module named 'miio.gateway.gateway'; 'miio.gateway' is not a package
2021-03-25 23:18:48 ERROR (MainThread) [homeassistant] Error doing job: Task exception was never retrieved

Some time later the gateway (and thus the gateway functions) seem to have been discovered again. But after last restart the entity is disabled.

[EDIT]: After yet another restart. Gateway and temp-humidity sensors were picked up again.",2021-03-25T21:30:56Z,https://github.com/home-assistant/core/pull/47955
Issue,starkillerOG,@rytilahti could you review/approve this PR?,2021-04-02T09:04:50Z,https://github.com/home-assistant/core/pull/47955
Issue,starkillerOG,@MartinHjelmare could you maybe revieuw this PR?,2021-04-23T12:38:40Z,https://github.com/home-assistant/core/pull/47955
Issue,starkillerOG,"@MartinHjelmare thank you for your revieuw, I processed all feedback, can you revieuw again?",2021-04-29T12:02:28Z,https://github.com/home-assistant/core/pull/47955
