Comment Type,User,Comment,Date,Pull Request URL,Commit SHA,Author,Commit Message,Files Changed
,,,2024-03-05T14:56:05Z,https://github.com/home-assistant/core/pull/109930,d4fb06dff756b9955d2f5703c66e27a3a7552555,Thomas55555,switch to ConfigFlowResult,"[{'Filename': 'homeassistant/components/husqvarna_automower/config_flow.py', 'Additions': 5, 'Deletions': 4, 'Changes': 9, 'Status': 'modified'}]"
Issue,homeassistant,"Hi @rautesamtr, 

It seems you haven't yet signed a CLA. Please do so [here](https://home-assistant.io/developers/cla_sign_start/?pr=home-assistant&#x2F;core#58596).

Once you do that we will be able to review and accept this pull request.

Thanks!
",2021-10-28T11:16:37Z,https://github.com/home-assistant/core/pull/58596,,,,
Issue,LeoCal,"Good job, Gabriel!
When are you planning to merge this in?",2021-12-09T16:47:20Z,https://github.com/home-assistant/core/pull/58596,,,,
Issue,trivi,Thanks a lot! I was missing this configuration option too.,2022-01-02T23:58:56Z,https://github.com/home-assistant/core/pull/58596,,,,
Issue,epenet,"Note: in the future, please avoid squashing commits",2022-01-03T10:45:11Z,https://github.com/home-assistant/core/pull/58596,,,,
Issue,frenck,"Hmm... isn't this violating ADR-0007 @epenet?

<https://github.com/home-assistant/architecture/blob/master/adr/0007-integration-config-yaml-structure.md#decision>

",2022-01-03T10:46:33Z,https://github.com/home-assistant/core/pull/58596,,,,
Issue,epenet,"Oh - I missed that part of ADR-0007!
@rautesamtr we may need to revert this PR.
Could you please take a look at the ADR and maybe work on refactoring the `command_line` integration?",2022-01-03T11:05:12Z,https://github.com/home-assistant/core/pull/58596,,,,
Issue,rautesamtr,"> Note: in the future, please avoid squashing commits

Sorry for the forced rebase push, i didn't know this would make problems i will refrain from it in the future.

> Could you please take a look at the ADR and maybe work on refactoring the command_line integration?

So it's basically what has already been done to the `template` integration? Should be doable if i can use that as a guide.",2022-01-03T11:41:13Z,https://github.com/home-assistant/core/pull/58596,,,,
Issue,frenck,"We have discussed it, and while it violates ADR-0007, we think it is OK to exempt.
Reasoning: It is not breaking, it helps with the UI progress and is relatively small.

TL;DR: We accept this change.

Thanks @rautesamtr 👍 ",2022-01-03T14:09:49Z,https://github.com/home-assistant/core/pull/58596,,,,
Issue,epenet,"Great, thanks @frenck
@rautesamtr if you have the will and the energy to refactor the integration, then yes I think you can use template integration as a guide.",2022-01-03T14:12:08Z,https://github.com/home-assistant/core/pull/58596,,,,
Review,epenet,Could you use `_attr_unique_id`?,2021-10-28T11:32:08Z,https://github.com/home-assistant/core/pull/58596,,,,
Review,rautesamtr,Done,2021-10-28T13:24:15Z,https://github.com/home-assistant/core/pull/58596,,,,
,,,2021-10-28T10:23:11Z,https://github.com/home-assistant/core/pull/58596,78092cdcd866ff812feceb627a124d7708a22d64,Gabriel Rauter,command_line: add unique_id configuration variable,"[{'Filename': 'homeassistant/components/command_line/binary_sensor.py', 'Additions': 21, 'Deletions': 2, 'Changes': 23, 'Status': 'modified'}, {'Filename': 'homeassistant/components/command_line/cover.py', 'Additions': 5, 'Deletions': 0, 'Changes': 5, 'Status': 'modified'}, {'Filename': 'homeassistant/components/command_line/sensor.py', 'Additions': 18, 'Deletions': 2, 'Changes': 20, 'Status': 'modified'}, {'Filename': 'homeassistant/components/command_line/switch.py', 'Additions': 5, 'Deletions': 0, 'Changes': 5, 'Status': 'modified'}, {'Filename': 'tests/components/command_line/test_binary_sensor.py', 'Additions': 45, 'Deletions': 0, 'Changes': 45, 'Status': 'modified'}, {'Filename': 'tests/components/command_line/test_cover.py', 'Additions': 39, 'Deletions': 0, 'Changes': 39, 'Status': 'modified'}, {'Filename': 'tests/components/command_line/test_sensor.py', 'Additions': 40, 'Deletions': 0, 'Changes': 40, 'Status': 'modified'}, {'Filename': 'tests/components/command_line/test_switch.py', 'Additions': 36, 'Deletions': 0, 'Changes': 36, 'Status': 'modified'}]"
Issue,jschlyter,cc @bbrendon @manuel-jrs @aque0us who has committed to this integration in the past,2024-05-13T15:53:31Z,https://github.com/home-assistant/core/pull/117320,,,,
Issue,jschlyter,Will resolve minor changes in separate PRs before moving ahead with this one.,2024-06-09T11:33:25Z,https://github.com/home-assistant/core/pull/117320,,,,
Issue,jschlyter,Waiting for #119198,2024-06-18T18:35:42Z,https://github.com/home-assistant/core/pull/117320,,,,
,,,2024-05-12T18:10:39Z,https://github.com/home-assistant/core/pull/117320,ac097936fe38ea75bb48f643de7400e6369c0370,Jakob Schlyter,update list of AWS regions,"[{'Filename': 'homeassistant/components/amazon_polly/const.py', 'Additions': 26, 'Deletions': 10, 'Changes': 36, 'Status': 'modified'}]"
,,,2024-05-12T18:23:24Z,https://github.com/home-assistant/core/pull/117320,c53ffbd9e1d8ce29d662b77c2c5d9b8609ff39c4,Jakob Schlyter,"Update list of voices via:

```
aws polly describe-voices --output json --region us-east-1 |
jq -r '.Voices[] | ( ""\"""" + .Name + ""\"",  # "" + .LanguageName)'
```","[{'Filename': 'homeassistant/components/amazon_polly/const.py', 'Additions': 68, 'Deletions': 53, 'Changes': 121, 'Status': 'modified'}]"
,,,2024-05-12T18:27:02Z,https://github.com/home-assistant/core/pull/117320,703e31d56d96c0e232b384d257c7f983439082d0,Jakob Schlyter,add generative and long-form engines,"[{'Filename': 'homeassistant/components/amazon_polly/const.py', 'Additions': 1, 'Deletions': 1, 'Changes': 2, 'Status': 'modified'}]"
,,,2024-05-12T18:58:46Z,https://github.com/home-assistant/core/pull/117320,7caa1677aedc34b87edd788a459c995e3ce66515,Jakob Schlyter,allow setting engine and region in Amazon Polly options,"[{'Filename': 'homeassistant/components/amazon_polly/tts.py', 'Additions': 1, 'Deletions': 1, 'Changes': 2, 'Status': 'modified'}]"
,,,2024-05-12T19:24:20Z,https://github.com/home-assistant/core/pull/117320,7f93611431eaa2ed37a31168362cf38fb03b4b9d,Jakob Schlyter,region not possible in options,"[{'Filename': 'homeassistant/components/amazon_polly/tts.py', 'Additions': 1, 'Deletions': 1, 'Changes': 2, 'Status': 'modified'}]"
,,,2024-05-12T19:24:35Z,https://github.com/home-assistant/core/pull/117320,750aef87ef9dab2eaa86d972d7e4abfc08ac101c,Jakob Schlyter,add dictionary of per engine voice_id and allow engine in options,"[{'Filename': 'homeassistant/components/amazon_polly/tts.py', 'Additions': 15, 'Deletions': 2, 'Changes': 17, 'Status': 'modified'}]"
,,,2024-05-12T19:26:10Z,https://github.com/home-assistant/core/pull/117320,6342c6c55f2b02978759748743e7b867ccbffca5,Jakob Schlyter,reformat,"[{'Filename': 'homeassistant/components/amazon_polly/tts.py', 'Additions': 3, 'Deletions': 1, 'Changes': 4, 'Status': 'modified'}]"
,,,2024-05-12T19:28:23Z,https://github.com/home-assistant/core/pull/117320,705bfbb2eceb57166277a40f9e71140a5523a982,Jakob Schlyter,Merge branch 'dev' into polly_generative,"[{'Filename': 'homeassistant/components/teslemetry/__init__.py', 'Additions': 1, 'Deletions': 3, 'Changes': 4, 'Status': 'modified'}, {'Filename': 'homeassistant/config_entries.py', 'Additions': 2, 'Deletions': 0, 'Changes': 2, 'Status': 'modified'}, {'Filename': 'tests/components/radarr/test_sensor.py', 'Additions': 37, 'Deletions': 1, 'Changes': 38, 'Status': 'modified'}, {'Filename': 'tests/test_config_entries.py', 'Additions': 2, 'Deletions': 0, 'Changes': 2, 'Status': 'modified'}]"
,,,2024-05-12T19:30:12Z,https://github.com/home-assistant/core/pull/117320,31152a877e714c3ab79500fa8e0d447e769f5ecf,Jakob Schlyter,add default engine to default options,"[{'Filename': 'homeassistant/components/amazon_polly/tts.py', 'Additions': 1, 'Deletions': 1, 'Changes': 2, 'Status': 'modified'}]"
,,,2024-05-12T19:34:38Z,https://github.com/home-assistant/core/pull/117320,249245c8ad5ba180f845017a66bbdbee2f36690f,Jakob Schlyter,sort import,"[{'Filename': 'homeassistant/components/amazon_polly/tts.py', 'Additions': 1, 'Deletions': 1, 'Changes': 2, 'Status': 'modified'}]"
,,,2024-05-13T05:49:02Z,https://github.com/home-assistant/core/pull/117320,63af4c6ea0ed535bf46cc762c42883cc3d618700,Jakob Schlyter,move statement,"[{'Filename': 'homeassistant/components/amazon_polly/tts.py', 'Additions': 2, 'Deletions': 2, 'Changes': 4, 'Status': 'modified'}]"
,,,2024-05-13T06:29:16Z,https://github.com/home-assistant/core/pull/117320,1199f437af3ed7e2fac1c8a56b6973a0aa42c567,Jakob Schlyter,update list of voices using voices.py script,"[{'Filename': 'homeassistant/components/amazon_polly/const.py', 'Additions': 97, 'Deletions': 96, 'Changes': 193, 'Status': 'modified'}, {'Filename': 'homeassistant/components/amazon_polly/voices.py', 'Additions': 29, 'Deletions': 0, 'Changes': 29, 'Status': 'added'}]"
,,,2024-05-13T06:36:16Z,https://github.com/home-assistant/core/pull/117320,8a47c99c4c1d371f530964ea868fd0a08fee8d74,Jakob Schlyter,also parse AdditionalLanguageCodes,"[{'Filename': 'homeassistant/components/amazon_polly/voices.py', 'Additions': 10, 'Deletions': 6, 'Changes': 16, 'Status': 'modified'}]"
,,,2024-05-13T06:44:28Z,https://github.com/home-assistant/core/pull/117320,864056ce1d6915fe2ced4643cbf6b2006e7b4462,Jakob Schlyter,please ruff,"[{'Filename': 'homeassistant/components/amazon_polly/voices.py', 'Additions': 8, 'Deletions': 8, 'Changes': 16, 'Status': 'modified'}]"
,,,2024-05-13T06:58:57Z,https://github.com/home-assistant/core/pull/117320,ab1ae33e2b6efeee1dc1f154bb71108f4574b48a,Jakob Schlyter,lint,"[{'Filename': 'homeassistant/components/amazon_polly/voices.py', 'Additions': 1, 'Deletions': 2, 'Changes': 3, 'Status': 'modified'}]"
,,,2024-05-13T18:20:34Z,https://github.com/home-assistant/core/pull/117320,f02289ddc64fbd3a71ecf53f22135d61bfc630da,Jakob Schlyter,generate SUPPORTED_REGIONS and SUPPORTED_VOICES using script,"[{'Filename': 'homeassistant/components/amazon_polly/const.py', 'Additions': 2, 'Deletions': 135, 'Changes': 137, 'Status': 'modified'}, {'Filename': 'homeassistant/components/amazon_polly/tts.py', 'Additions': 1, 'Deletions': 2, 'Changes': 3, 'Status': 'modified'}, {'Filename': 'homeassistant/generated/amazon_polly.py', 'Additions': 128, 'Deletions': 0, 'Changes': 128, 'Status': 'added'}, {'Filename': 'script/amazon_polly.py', 'Additions': 22, 'Deletions': 7, 'Changes': 29, 'Status': 'renamed'}]"
,,,2024-05-13T18:46:05Z,https://github.com/home-assistant/core/pull/117320,be37c271a28b07073da70179e0f379027b20e460,Jakob Schlyter,sort voices,"[{'Filename': 'homeassistant/generated/amazon_polly.py', 'Additions': 80, 'Deletions': 80, 'Changes': 160, 'Status': 'modified'}, {'Filename': 'script/amazon_polly.py', 'Additions': 7, 'Deletions': 3, 'Changes': 10, 'Status': 'modified'}]"
,,,2024-05-13T18:49:16Z,https://github.com/home-assistant/core/pull/117320,60eb69d3243b74c59c22a2170e51b456bfe9c11d,Jakob Schlyter,remove typo,"[{'Filename': 'homeassistant/components/amazon_polly/const.py', 'Additions': 0, 'Deletions': 1, 'Changes': 1, 'Status': 'modified'}]"
,,,2024-05-14T05:50:39Z,https://github.com/home-assistant/core/pull/117320,112b556b23dbaee450c1ec482713268482102304,Jakob Schlyter,use sets where possible,"[{'Filename': 'homeassistant/components/amazon_polly/const.py', 'Additions': 8, 'Deletions': 8, 'Changes': 16, 'Status': 'modified'}, {'Filename': 'script/amazon_polly.py', 'Additions': 4, 'Deletions': 4, 'Changes': 8, 'Status': 'modified'}]"
